# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTime90PNs,1767738962928000000,1767739664159000000,1179647
AWTEventQueue.dispatchTimeAvgNs,1767738962928000000,1767739664159000000,310678.11891891895
NonBlockingReadAction.finalizedExecutionsCount,1767738962928000000,1767739664159000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767738962928000000,1767739664159000000,79
workspaceModel.sync.entities.ms,1767738962928000000,1767739664159000000,0
jps.global.initialize.library.bridges.after.loading.ms,1767738962928000000,1767739664159000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767738962928000000,1767739664159000000,112
workspaceModel.global.updates.ms,1767738962928000000,1767739664159000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767738962928000000,1767739664159000000,0
jps.reload.project.entities.ms,1767738962928000000,1767739664159000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1767738962928000000,1767739664159000000,0
workspaceModel.global.updates.count,1767738962928000000,1767739664159000000,0
workspaceModel.save.cache.to.file.ms,1767738962928000000,1767739664159000000,52
jps.module.iml.entities.serializer.load.entities.ms,1767738962928000000,1767739664159000000,85
workspaceModel.mutableEntityStorage.modify.entity.ms,1767738962928000000,1767739664159000000,14
workspaceModel.mutableEntityStorage.put.entity.ms,1767738962928000000,1767739664159000000,45
jps.module.iml.entities.serializer.save.entities.ms,1767738962928000000,1767739664159000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1767738962928000000,1767739664159000000,2
workspaceModel.delayed.project.synchronizer.sync.ms,1767738962928000000,1767739664159000000,1013
workspaceModel.orphan.listener.update.ms,1767738962928000000,1767739664159000000,3
jps.app.storage.content.writer.save.component.ms,1767738962928000000,1767739664159000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1767738962928000000,1767739664159000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767738962928000000,1767739664159000000,1
workspaceModel.global.apply.state.to.project.builder.ms,1767738962928000000,1767739664159000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1767738962928000000,1767739664159000000,1
workspaceModel.moduleBridge.before.changed.ms,1767738962928000000,1767739664159000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1767738962928000000,1767739664159000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1767738962928000000,1767739664159000000,615
jps.global.handle.before.change.events.ms,1767738962928000000,1767739664159000000,0
jps.app.storage.content.reader.load.component.ms,1767738962928000000,1767739664159000000,1
jps.library.entities.serializer.load.entities.ms,1767738962928000000,1767739664159000000,59
workspaceModel.mutableEntityStorage.remove.entity.ms,1767738962928000000,1767739664159000000,0
jps.global.initialize.library.bridges.ms,1767738962928000000,1767739664159000000,15
workspaceModel.mutableEntityStorage.entities.ms,1767738962928000000,1767739664159000000,0
workspaceModel.load.cache.from.file.ms,1767738962928000000,1767739664159000000,452
jps.apply.loaded.storage.ms,1767738962928000000,1767739664159000000,567
jps.project.serializers.load.ms,1767738962928000000,1767739664159000000,280
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767738962928000000,1767739664159000000,30
jps.storage.jps.conf.reader.load.component.ms,1767738962928000000,1767739664159000000,47
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767738962928000000,1767739664159000000,2
jps.artifact.entities.serializer.save.entities.ms,1767738962928000000,1767739664159000000,0
jps.facet.change.listener.process.change.events.ms,1767738962928000000,1767739664159000000,0
workspaceModel.global.apply.state.to.project.ms,1767738962928000000,1767739664159000000,4
jps.project.serializers.save.ms,1767738962928000000,1767739664159000000,2
jps.load.project.to.empty.storage.ms,1767738962928000000,1767739664159000000,440
jps.save.changed.project.entities.ms,1767738962928000000,1767739664159000000,2
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767738962928000000,1767739664159000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767738962928000000,1767739664159000000,2
jps.library.entities.serializer.save.entities.ms,1767738962928000000,1767739664159000000,0
jps.global.get.libraries.ms,1767738962928000000,1767739664159000000,5
jps.facet.change.listener.before.change.events.ms,1767738962928000000,1767739664159000000,0
jps.global.get.library.ms,1767738962928000000,1767739664159000000,0
workspaceModel.load.cache.metadata.from.file.ms,1767738962928000000,1767739664159000000,28
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767738962928000000,1767739664159000000,0
jps.save.global.entities.ms,1767738962928000000,1767739664159000000,2
jps.global.handle.changed.events.ms,1767738962928000000,1767739664159000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1767738962928000000,1767739664159000000,0
jps.load.initial.state.ms,1767738962928000000,1767739664159000000,7
jps.global.get.library.by.name.ms,1767738962928000000,1767739664159000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1767738962928000000,1767739664159000000,114
workspaceModel.moduleBridge.facet.initialization.ms,1767738962928000000,1767739664159000000,1
workspaceModel.moduleBridge.update.option.ms,1767738962928000000,1767739664159000000,0
jps.artifact.entities.serializer.load.entities.ms,1767738962928000000,1767739664159000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1767738962928000000,1767739664159000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767738962928000000,1767739664159000000,0
jps.facet.change.listener.init.bridge.ms,1767738962928000000,1767739664159000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1767738962928000000,1767739664159000000,3
workspaceModel.update.unloaded.entities.ms,1767739664159000000,1767740036630000000,0
workspaceModel.pre.handlers.ms,1767739664159000000,1767740036630000000,0
workspaceModel.to.snapshot.ms,1767739664159000000,1767740036630000000,2
workspaceModel.loading.total.ms,1767739664159000000,1767740036630000000,486
workspaceModel.updates.precise.ms,1767739664159000000,1767740036630000000,47
workspaceModel.updates.ms,1767739664159000000,1767740036630000000,99
workspaceModel.initializing.ms,1767739664159000000,1767740036630000000,16
workspaceModel.init.bridges.ms,1767739664159000000,1767740036630000000,16
workspaceModel.replace.project.model.ms,1767739664159000000,1767740036630000000,0
workspaceModel.check.recursive.update.ms,1767739664159000000,1767740036630000000,0
workspaceModel.collect.changes.ms,1767739664159000000,1767740036630000000,0
workspaceModel.updates.count,1767739664159000000,1767740036630000000,5
workspaceModel.loading.from.cache.ms,1767739664159000000,1767740036630000000,457
FilePageCacheLockFree.totalPagesHandedOver,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.nativeBytesInUse,1767739664159000000,1767740036630000000,155648
FilePageCacheLockFree.housekeeperTimeSpentMs,1767739664159000000,1767740036630000000,28
FilePageCacheLockFree.totalPagesWriteMs,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalBytesRequested,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalPagesRequested,1767739664159000000,1767740036630000000,0
FilePageCache.pageLoads,1767739664159000000,1767740036630000000,0
FilePageCache.pageHits,1767739664159000000,1767740036630000000,0
DirectByteBufferAllocator.disposed,1767739664159000000,1767740036630000000,0
FilePageCache.disposedBuffers,1767739664159000000,1767740036630000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1767739664159000000,1767740036630000000,840
FilePageCacheLockFree.totalPagesAllocated,1767739664159000000,1767740036630000000,0
DirectByteBufferAllocator.reclaimed,1767739664159000000,1767740036630000000,0
StreamlinedBlobStorage.recordsAllocated,1767739664159000000,1767740036630000000,0
FilePageCache.capacityInBytes,1767739664159000000,1767740036630000000,503316478
DirectByteBufferAllocator.hits,1767739664159000000,1767740036630000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1767739664159000000,1767740036630000000,0
FilePageCache.totalPageDisposalsUs,1767739664159000000,1767740036630000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1767739664159000000,1767740036630000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1767739664159000000,1767740036630000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1767739664159000000,1767740036630000000,0
MappedFileStorage.storages,1767739664159000000,1767740036630000000,10
FilePageCacheLockFree.totalPageAllocationsWaited,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalPagesReclaimed,1767739664159000000,1767740036630000000,0
FilePageCache.uncachedFileAccess,1767739664159000000,1767740036630000000,0
FilePageCache.pageFastCacheHits,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1767739664159000000,1767740036630000000,39429
FilePageCache.totalPageLoadsUs,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1767739664159000000,1767740036630000000,0
StreamlinedBlobStorage.recordsDeleted,1767739664159000000,1767740036630000000,0
MappedFileStorage.totalPagesMapped,1767739664159000000,1767740036630000000,10
FilePageCacheLockFree.totalPagesRequestsMs,1767739664159000000,1767740036630000000,0
StreamlinedBlobStorage.recordsRelocated,1767739664159000000,1767740036630000000,0
FilePageCache.maxCacheSizeInBytes,1767739664159000000,1767740036630000000,278937600
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767739664159000000,1767740036630000000,279093248
DirectByteBufferAllocator.misses,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1767739664159000000,1767740036630000000,0
StorageLockContext.competingThreads.max,1767739664159000000,1767740036630000000,0
StorageLockContext.competingThreads.avg,1767739664159000000,1767740036630000000,0.0
FilePageCache.maxRegisteredFiles,1767739664159000000,1767740036630000000,599
FilePageCacheLockFree.totalPagesReadMs,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.heapBytesInUse,1767739664159000000,1767740036630000000,0
MappedFileStorage.totalBytesMapped,1767739664159000000,1767740036630000000,115343360
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalBytesRead,1767739664159000000,1767740036630000000,0
StorageLockContext.competingThreads.90P,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1767739664159000000,1767740036630000000,120
FilePageCacheLockFree.totalPagesWritten,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalBytesWritten,1767739664159000000,1767740036630000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1767739664159000000,1767740036630000000,0
OS.loadAverage,1767739664159000000,1767740036630000000,2.2685546875
JVM.totalBytesAllocated,1767739664159000000,1767740036630000000,25380288
JVM.maxNativeBytes,1767739664159000000,1767740036630000000,-1
JVM.threadCount,1767739664159000000,1767740036630000000,46
JVM.usedNativeBytes,1767739664159000000,1767740036630000000,415515096
JVM.totalCpuTimeMs,1767739664159000000,1767740036630000000,1972
JVM.GC.collections,1767739664159000000,1767740036630000000,0
JVM.GC.collectionTimesMs,1767739664159000000,1767740036630000000,0
JVM.maxHeapBytes,1767739664159000000,1767740036630000000,2147483648
JVM.usedHeapBytes,1767739664159000000,1767740036630000000,611844096
Indexes.entries.lookups,1767739664159000000,1767740036630000000,0.0
IndexesFlusher.totalFlushes,1767739664159000000,1767740036630000000,58
Indexes.entries.lookupDuration90PMs,1767739664159000000,1767740036630000000,0.0
Indexes.allKeys.lookupDuration90PMs,1767739664159000000,1767740036630000000,0.0
Indexes.stubs.lookupDurationMaxMs,1767739664159000000,1767740036630000000,0.0
Indexes.stubs.lookups,1767739664159000000,1767740036630000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1767739664159000000,1767740036630000000,0.0
IndexesFlusher.totalFlushesRetried,1767739664159000000,1767740036630000000,0
Indexes.allKeys.lookupDurationAvgMs,1767739664159000000,1767740036630000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1767739664159000000,1767740036630000000,0
Indexes.stubs.lookupDurationAvgMs,1767739664159000000,1767740036630000000,0.0
IndexesFlusher.totalFlushingTimeUs,1767739664159000000,1767740036630000000,401238
Indexes.stubs.lookupDuration90PMs,1767739664159000000,1767740036630000000,0.0
Indexes.allKeys.lookups,1767739664159000000,1767740036630000000,0.0
Indexes.entries.lookupDurationMaxMs,1767739664159000000,1767740036630000000,0.0
Indexes.entries.lookupDurationAvgMs,1767739664159000000,1767740036630000000,0.0
FileNameCache.queries,1767739664159000000,1767740036630000000,0
FileNameCache.totalMisses,1767739664159000000,1767740036630000000,0
AWTEventQueue.dispatchTimeTotalNS,1767739664159000000,1767740036630000000,114332921
FlushQueue.queueSizeMax,1767739664159000000,1767740036630000000,2
FlushQueue.waitingTimeMaxNs,1767739664159000000,1767740036630000000,1302527
NonBlockingReadAction.finalizedExecutionTimeUs,1767739664159000000,1767740036630000000,0
NonBlockingReadAction.failedExecutionsCount,1767739664159000000,1767740036630000000,0
AWTEventQueue.eventsDispatched,1767739664159000000,1767740036630000000,372
ReadAction.executionsCount,1767739664159000000,1767740036630000000,0
FlushQueue.queueSizeAvg,1767739664159000000,1767740036630000000,0.19933554817275748
FlushQueue.queueSize90P,1767739664159000000,1767740036630000000,1
FlushQueue.executionTime90PNs,1767739664159000000,1767740036630000000,111103
FlushQueue.waitingTime90PNs,1767739664159000000,1767740036630000000,329727
FlushQueue.tasksExecuted,1767739664159000000,1767740036630000000,301
AWTEventQueue.dispatchTimeMaxNs,1767739664159000000,1767740036630000000,3162111
FlushQueue.executionTimeMaxNs,1767739664159000000,1767740036630000000,516095
FlushQueue.executionTimeAvgNs,1767739664159000000,1767740036630000000,44334.56478405315
NonBlockingReadAction.failedExecutionTimeUs,1767739664159000000,1767740036630000000,0
FlushQueue.waitingTimeAvgNs,1767739664159000000,1767740036630000000,245630.7242524917
WriteAction.executionsCount,1767739664159000000,1767740036630000000,0
AWTEventQueue.dispatchTime90PNs,1767739664159000000,1767740036630000000,1155071
AWTEventQueue.dispatchTimeAvgNs,1767739664159000000,1767740036630000000,307324.5376344086
NonBlockingReadAction.finalizedExecutionsCount,1767739664159000000,1767740036630000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767739664159000000,1767740036630000000,79
workspaceModel.sync.entities.ms,1767739664159000000,1767740036630000000,0
jps.global.initialize.library.bridges.after.loading.ms,1767739664159000000,1767740036630000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767739664159000000,1767740036630000000,112
